Student_ID,Cohort_Factor,Treatment,F2020_F2021_Retention,F2021_F2022_Retention,F2022_F2023_Retention,Gender_Factor,Academically_Disadvantaged_Factor,Enrollment_Status_Factor,TSIA_Math_College_Readiness_Factor,TSI_MATH_1_Factor,TSI_MATH_2_Factor,Age_Factor,Fall_2020_Productive_Credit_Ratio_1,Fall_2021_Productive_Credit_Ratio_1,Fall_2022_Productive_Credit_Ratio_1,Fall_2023_Productive_Credit_Ratio_1,Fall_2020_HOURS_EARNED_x,Fall_2021_HOURS_EARNED_x,Fall_2022_HOURS_EARNED_x,Fall_2023_HOURS_EARNED_x,Fall_2020_Academically_Eligible_Factor,Fall_2021_Academically_Eligible_1,Fall_2022_Academically_Eligible_Factor,Fall_2023_Academically_Eligible_Factor,Fall_2024_Academically_Eligible_1,Fall_2020_GPA_x,Spring_2021_GPA_x,Fall_2021_GPA_x,Spring_2022_GPA_x,Fall_2022_GPA_x,Spring_2023_GPA_x
1424567.0,1,0,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,76.9230769230769,71.4285714285714,,15.0,10.0,10.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,
1424687.0,1,0,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,12.0,,,1.0,1.0,,,,1.0,2.0,2.0,3.0,,
1314541.0,1,1,0.0,,,0,1,1,1.0,1.0,,0,100.0,100.0,,,15.0,15.0,,,1.0,1.0,,,,1.0,1.0,2.0,3.0,,
1409801.0,1,1,1.0,1.0,1.0,0,1,1,1.0,1.0,,0,100.0,100.0,73.3333333333333,100.0,17.0,16.0,11.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0
1414924.0,1,1,0.0,,,0,1,1,1.0,1.0,,0,100.0,100.0,,,16.0,15.0,,,1.0,1.0,,,,1.0,2.0,2.0,0.0,,
1324747.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,83.3333333333333,50.0,,,15.0,9.0,,,1.0,0.0,,,,0.0,0.0,0.0,1.0,,
960454.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,25.0,,,15.0,3.0,,,1.0,0.0,,,,0.0,1.0,0.0,0.0,,
1195871.0,1,0,1.0,1.0,1.0,1,0,1,1.0,1.0,,0,100.0,100.0,100.0,66.6666666666667,15.0,13.0,14.0,6.0,1.0,1.0,1.0,1.0,,1.0,,3.0,2.0,3.0,3.0
1215840.0,1,0,1.0,1.0,1.0,1,0,1,1.0,1.0,,0,100.0,100.0,100.0,100.0,15.0,10.0,9.0,10.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,3.0,3.0,3.0
1260861.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,5.0,,,1.0,1.0,,,,1.0,,3.0,,,
1304163.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,100.0,100.0,,15.0,10.0,4.0,,1.0,1.0,1.0,,0.0,0.0,2.0,3.0,3.0,2.0,3.0
1305952.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,,,
1307699.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,13.0,,,1.0,1.0,,,,0.0,2.0,2.0,3.0,,
1308535.0,1,0,1.0,1.0,1.0,1,0,1,1.0,1.0,,0,100.0,66.6666666666667,100.0,63.6363636363636,16.0,8.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0
1308793.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,100.0,100.0,,17.0,14.0,9.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,
1310814.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,16.0,,,1.0,1.0,,,,1.0,3.0,2.0,,,
1312719.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,100.0,100.0,,18.0,12.0,9.0,,1.0,1.0,1.0,,,0.0,1.0,2.0,1.0,1.0,
1313513.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,15.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1314239.0,1,0,0.0,,0.0,1,0,1,1.0,0.0,0.0,0,100.0,21.4285714285714,,44.4444444444444,15.0,3.0,,4.0,1.0,0.0,,1.0,,0.0,2.0,0.0,,,
1368952.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,10.0,,,1.0,1.0,,,,1.0,2.0,3.0,2.0,,
1398363.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,100.0,100.0,,15.0,14.0,2.0,,1.0,1.0,1.0,,,0.0,1.0,3.0,2.0,2.0,
1399815.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,16.0,15.0,,,1.0,1.0,,,,1.0,2.0,3.0,2.0,,
1399883.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,10.0,,,1.0,1.0,,,,1.0,3.0,3.0,,,
1400993.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,100.0,50.0,,15.0,18.0,6.0,,1.0,1.0,1.0,,,,2.0,3.0,2.0,2.0,
1401538.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,100.0,100.0,,15.0,14.0,9.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,
1405120.0,1,0,0.0,,,1,0,1,1.0,0.0,0.0,0,100.0,100.0,,,15.0,15.0,,,1.0,1.0,,,,0.0,2.0,3.0,3.0,,
1412220.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,18.0,12.0,,,1.0,1.0,,,,0.0,2.0,2.0,3.0,,
1417284.0,1,0,1.0,1.0,1.0,1,0,1,1.0,1.0,,0,100.0,100.0,0.0,100.0,15.0,15.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,,
1424008.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,0.0,0.0,,15.0,0.0,0.0,,1.0,0.0,0.0,,,,3.0,,,,
1425337.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,15.0,,,1.0,1.0,,,,1.0,3.0,3.0,2.0,,
1426150.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,16.0,12.0,,,1.0,1.0,,,,1.0,2.0,2.0,,,
1426551.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,16.0,14.0,,,1.0,1.0,,,,0.0,1.0,2.0,1.0,,
1429558.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,76.9230769230769,70.0,,17.0,10.0,7.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,1.0,2.0,1.0
1432364.0,1,0,1.0,0.0,,1,0,1,1.0,1.0,,0,100.0,66.6666666666667,100.0,,15.0,6.0,12.0,,1.0,0.0,1.0,,,,3.0,0.0,3.0,2.0,
1432572.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,15.0,,,1.0,1.0,,,,0.0,2.0,2.0,2.0,,
1432834.0,1,0,0.0,,,1,0,1,1.0,1.0,,0,100.0,100.0,,,15.0,6.0,,,1.0,1.0,,,,1.0,2.0,3.0,3.0,,
1398381.0,1,1,0.0,,,1,1,1,1.0,1.0,,0,100.0,100.0,,,15.0,8.0,,,1.0,1.0,,,,0.0,2.0,3.0,,,
1372932.0,1,0,0.0,,,0,0,1,1.0,1.0,,0,93.75,21.4285714285714,,,15.0,3.0,,,1.0,0.0,,,,,0.0,0.0,,,
1241644.0,1,1,1.0,0.0,,0,0,1,0.0,0.0,,0,100.0,50.0,100.0,,15.0,6.0,15.0,,1.0,1.0,1.0,,,0.0,2.0,1.0,0.0,2.0,
1295662.0,1,1,1.0,0.0,,0,0,1,0.0,0.0,,0,100.0,100.0,100.0,,15.0,12.0,6.0,,1.0,1.0,1.0,,,0.0,3.0,3.0,3.0,2.0,0.0
1344153.0,1,1,1.0,0.0,,0,0,1,0.0,0.0,,0,100.0,100.0,100.0,,16.0,15.0,6.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,3.0,3.0,
1394649.0,1,1,1.0,1.0,1.0,0,0,1,0.0,0.0,,0,100.0,62.5,33.3333333333333,100.0,15.0,5.0,3.0,11.0,1.0,1.0,1.0,1.0,,0.0,3.0,3.0,2.0,2.0,2.0
1293784.0,1,1,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,0.0,,15.0,12.0,0.0,,1.0,1.0,0.0,,,1.0,3.0,2.0,3.0,,
1298559.0,1,1,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,15.0,9.0,10.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,2.0,2.0,2.0
1325355.0,1,1,1.0,0.0,,1,0,1,0.0,0.0,,0,100.0,100.0,100.0,,17.0,13.0,7.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,2.0,3.0,
1372494.0,1,1,0.0,,,1,0,1,0.0,0.0,,0,100.0,100.0,,,15.0,14.0,,,1.0,1.0,,,,1.0,2.0,3.0,3.0,,
1287719.0,1,0,0.0,,,1,0,1,1.0,1.0,,1,100.0,0.0,,,18.0,0.0,,,1.0,0.0,,,,0.0,,,,,
961506.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,0.0,1.0,3.0,3.0,2.0,,
1205644.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,12.0,12.0,12.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,
1205782.0,1,1,1.0,0.0,,0,0,1,1.0,,0.0,0,100.0,100.0,100.0,,13.0,12.0,12.0,,1.0,1.0,1.0,,,0.0,3.0,3.0,3.0,2.0,2.0
1210638.0,1,1,0.0,,0.0,0,0,1,1.0,1.0,,0,100.0,100.0,,11.1111111111111,12.0,8.0,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,2.0,,2.0
1213282.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,0.0,,12.0,9.0,0.0,,1.0,1.0,0.0,,,,0.0,2.0,2.0,,
1213491.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,15.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1226455.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,14.0,11.0,,,1.0,1.0,,,,1.0,3.0,2.0,,,
1226553.0,1,1,1.0,1.0,1.0,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,100.0,13.0,13.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0
1226920.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,76.9230769230769,100.0,,13.0,10.0,17.0,,1.0,1.0,1.0,,,0.0,3.0,3.0,2.0,2.0,
1227254.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,13.0,15.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1227797.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,12.0,14.0,12.0,,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,3.0,3.0,3.0
1227854.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,13.0,6.0,10.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,2.0,2.0,
1227889.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,,,
1232145.0,1,1,1.0,1.0,1.0,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,100.0,13.0,7.0,9.0,8.0,1.0,1.0,1.0,1.0,,0.0,2.0,2.0,3.0,2.0,2.0
1236887.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,13.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1237016.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,69.2307692307692,100.0,,13.0,9.0,12.0,,1.0,1.0,1.0,,,0.0,2.0,3.0,3.0,3.0,
1237044.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,13.0,10.0,,,1.0,1.0,,,,0.0,2.0,2.0,,,
1241162.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,,0.0,2.0,2.0,0.0,,
1265755.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,53.8461538461538,,,13.0,7.0,,,1.0,1.0,,,,0.0,3.0,2.0,1.0,,
1266350.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1266569.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,,,
1266971.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,75.0,,12.0,14.0,9.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,2.0,1.0
1267280.0,1,1,0.0,,0.0,0,0,1,1.0,1.0,,0,100.0,25.0,,100.0,12.0,3.0,,4.0,1.0,0.0,,1.0,,0.0,0.0,0.0,,,1.0
1293659.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,1.0,1.0,3.0,2.0,1.0,,
1293753.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,13.0,9.0,15.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,2.0,
1294348.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,0.0,,,,0.0,2.0,0.0,0.0,,
1295463.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,13.0,12.0,10.0,,1.0,1.0,1.0,,,1.0,,3.0,3.0,3.0,3.0
1295768.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,12.0,12.0,15.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,3.0
1296507.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,14.0,14.0,,,1.0,1.0,,,,1.0,3.0,2.0,3.0,,
1297064.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,13.0,16.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1297513.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,13.0,13.0,13.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,2.0,3.0,3.0
1300351.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,,0.0,2.0,2.0,3.0,,
1303295.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,13.0,,,1.0,1.0,,,,0.0,2.0,2.0,2.0,,
1303519.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,1.0,2.0,2.0,0.0,,
1303844.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,15.0,,,1.0,1.0,,,,1.0,3.0,3.0,2.0,,
1303940.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,75.0,,13.0,13.0,9.0,,1.0,1.0,1.0,,,0.0,2.0,2.0,2.0,3.0,
1303979.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,20.0,,12.0,12.0,3.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,
1309751.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,12.0,12.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1311297.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,12.0,15.0,14.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,3.0
1311827.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,20.0,,,14.0,2.0,,,1.0,0.0,,,,,2.0,0.0,,,
1312635.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,33.3333333333333,,,13.0,3.0,,,1.0,0.0,,,,0.0,3.0,0.0,3.0,,
1312762.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,100.0,,,13.0,13.0,,,1.0,1.0,,,,1.0,3.0,3.0,3.0,,
1312900.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,12.0,12.0,13.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,3.0,3.0
1312904.0,1,1,1.0,1.0,1.0,0,0,1,1.0,1.0,,0,100.0,75.0,0.0,100.0,12.0,9.0,0.0,3.0,1.0,1.0,0.0,1.0,,0.0,2.0,2.0,2.0,,3.0
1313020.0,1,1,0.0,,,0,0,1,1.0,1.0,,0,100.0,71.4285714285714,,,13.0,10.0,,,1.0,1.0,,,,1.0,3.0,2.0,3.0,,
1313607.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,78.5714285714286,,12.0,12.0,11.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,3.0,2.0,3.0
1313807.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,0.0,100.0,,13.0,0.0,7.0,,1.0,0.0,1.0,,,0.0,1.0,,,2.0,0.0
1325407.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,,12.0,14.0,12.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,2.0,2.0
1344385.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,75.0,100.0,,12.0,9.0,6.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,3.0,2.0,
1355527.0,1,1,0.0,,0.0,0,0,1,1.0,1.0,,0,100.0,69.2307692307692,,100.0,12.0,9.0,,6.0,1.0,1.0,,1.0,,1.0,3.0,3.0,3.0,,
1361276.0,1,1,1.0,1.0,1.0,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,100.0,12.0,12.0,9.0,3.0,1.0,1.0,1.0,1.0,,0.0,1.0,2.0,2.0,3.0,3.0
1364062.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,0.0,0.0,,12.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,,,,,
1367883.0,1,1,1.0,1.0,1.0,0,0,1,1.0,1.0,,0,100.0,100.0,100.0,66.6666666666667,13.0,6.0,9.0,6.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,0.0
1371820.0,1,1,1.0,0.0,,0,0,1,1.0,1.0,,0,100.0,0.0,0.0,,12.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,2.0,,1.0,,
